CD_SETOR,CD_FCU,NM_FCU,CD_MUN,NM_MUN,CD_UF,NM_UF,total_fcu_mun,total_setores_mun,total_fcu_uf,total_setores_uf,total_municipios_uf
292740805090156,29274080020,Bairro da Paz,2927408,Salvador,29,Bahia,262,1822,572,2484,28
330455705220392,33045570047,Coréia (RA - Bangu),3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
150080005000701,15008000053,Jarderlândia,1500800,Ananindeua,15,Pará,124,448,723,2460,43
351380105000280,35138010129,Inamar II,3513801,Diadema,35,São Paulo,109,203,3123,7995,92
130260305120273,13026030039,Cidade de Deus/Alfredo Nascimento,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
330455705250311,33045570245,Parque Royal,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030811000619,35503080974,Tereza,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
110020505080067,11002050043,Cohab II,1100205,Porto Velho,11,Rondônia,68,115,74,122,3
150080005000906,15008000014,Sare,1500800,Ananindeua,15,Pará,124,448,723,2460,43
291360605000364,29136060019,Princesa Isabel,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
250750705002080,25075070045,Comunidade do S,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
355030823000363,35503081811,Blocos Ebenizer,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330510910000212,33051090020,Bela Vista,3305109,São João de Meriti,33,Rio de Janeiro,35,80,1724,4895,53
431440705160050,43144070003,Ocupação Santa Bárbara Norte,4314407,Pelotas,43,Rio Grande do Sul,36,72,481,901,53
355030823000200,35503080448,Jardim Alpino,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
280480519000055,28048050024,Invasão da Volta da Pedra,2804805,Nossa Senhora do Socorro,28,Sergipe,44,119,185,410,12
280030805001179,28003080113,Loteamento Isabel Martins,2800308,Aracaju,28,Sergipe,95,226,185,410,12
260790105000156,26079010112,Jardim Muribeca,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
355030830001030,35503081968,Satélite Dioneia,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030861000213,35503081093,Recanto do Paraiso / Recanto Dos Humildes I / Cptm Recanto,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261640705000260,26164070005,Ocupação Natuba,2616407,Vitória de Santo Antão,26,Pernambuco,6,8,849,2381,33
292740805220663,29274080358,Arraial de Baixo,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030843000801,35503082091,Parque das Cerejeiras II,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261160605200199,26116060737,Alto da Telha - Córregos da Bica e do Carroceiro,2611606,Recife,26,Pernambuco,295,779,849,2381,33
292740805220264,29274080353,Fazenda Grande do Retiro,2927408,Salvador,29,Bahia,262,1822,572,2484,28
270430205100261,27043020224,Vale Verde,2704302,Maceió,27,Alagoas,192,339,251,413,17
310620025610481,31062000289,Corumbiara,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
330455705350040,33045570603,Joaquim de Queiróz,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330320305000051,33032030008,Novo Horizonte,3303203,Nilópolis,33,Rio de Janeiro,4,9,1724,4895,53
355030813000144,35503081812,Boi Malhado I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
352940105000481,35294010007,Chafik / Macuco,3529401,Mauá,35,São Paulo,60,211,3123,7995,92
355030843000711,35503080408,Alto do Riviera A,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
230440005230417,23044000104,Papoco,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
150080005000865,15008000006,Águas Lindas I,1500800,Ananindeua,15,Pará,124,448,723,2460,43
355030867000269,35503081062,Jardim do Lago I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150080005000168,15008000099,Conjunto Uirapuru,1500800,Ananindeua,15,Pará,124,448,723,2460,43
130006005000021,13000600002,São Francisco,1300060,Amaturá,13,Amazonas,2,2,392,2019,30
230440005140002,23044000325,Comunidade Vila Velha,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
351640805000516,35164080022,Jaci,3516408,Franco da Rocha,35,São Paulo,25,49,3123,7995,92
221100105100381,22110010127,Dignidade,2211001,Teresina,22,Piauí,170,369,173,372,3
351870110000128,35187010013,Vila Selma,3518701,Guarujá,35,São Paulo,55,201,3123,7995,92
250750705001800,25075070146,Raio da Morada,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
280030805001101,28003080128,Invasão do Bugio 1,2800308,Aracaju,28,Sergipe,95,226,185,410,12
310620005620727,31062000088,Vila Barragem Santa Lucia,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
351060905000647,35106090092,Comunidade Rifaina,3510609,Carapicuíba,35,São Paulo,66,133,3123,7995,92
355030843000962,35503082037,Lote 18,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
110020505080138,11002050075,Cidade do Lobo,1100205,Porto Velho,11,Rondônia,68,115,74,122,3
150553605000367,15055360016,Popular I,1505536,Parauapebas,15,Pará,21,42,723,2460,43
292740805070163,29274080238,Baixão do Luis Anselmo,2927408,Salvador,29,Bahia,262,1822,572,2484,28
150650005000022,15065000004,Jardim Miraí,1506500,Santa Izabel do Pará,15,Pará,15,24,723,2460,43
355030830001090,35503081857,Estrada da Represa,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
160030312000010,16003030008,Igarapé Fortaleza,1600303,Macapá,16,Amapá,83,216,121,314,6
280480518000008,28048050003,Novo Horizonte,2804805,Nossa Senhora do Socorro,28,Sergipe,44,119,185,410,12
355030842000320,35503082042,Sítio Coimbra,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
411820405000264,41182040023,Jardim Social,4118204,Paranaguá,41,Paraná,42,97,636,937,41
211130005000394,21113000040,Coroadinho,2111300,São Luís,21,Maranhão,100,548,198,872,14
150140275000313,15014020171,Vila da Barca I,1501402,Belém,15,Pará,214,1156,723,2460,43
260790105000689,26079010111,Jardim Copacabana,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
330455705330110,33045570053,Rocinha,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
250750705000281,25075070046,Vila Japonesa,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
261160605220337,26116060717,Sapo Nu,2611606,Recife,26,Pernambuco,295,779,849,2381,33
420240405000684,42024040052,Rua Emil Wehmuth,4202404,Blumenau,42,Santa Catarina,37,56,161,245,24
260290205000228,26029020013,Novo Horizonte,2602902,Cabo de Santo Agostinho,26,Pernambuco,59,212,849,2381,33
330455705190285,33045570069,Vila São Jorge (RA - Irajá),3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330455705290415,33045570014,Rio das Pedras,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
170210905000387,17021090012,Setor Barros,1702109,Araguaína,17,Tocantins,12,24,39,92,6
130260305120832,13026030002,Santa Etelvina,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
330510910000254,33051090040,Trio de Ouro,3305109,São João de Meriti,33,Rio de Janeiro,35,80,1724,4895,53
314790705000043,31479070001,Novo Horizonte,3147907,Passos,31,Minas Gerais,1,4,653,1691,59
261160605230821,26116060749,Comunidade do Chié - Rua Jaratuba - Jacaré,2611606,Recife,26,Pernambuco,295,779,849,2381,33
330350005210066,33035000163,Bairro Tingua,3303500,Nova Iguaçu,33,Rio de Janeiro,58,75,1724,4895,53
230440005230298,23044000500,Fumaça / Planalto Pici,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
355030818000214,35503080043,Caixa D'água,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150820905000057,15082090002,Igarapé da Rocinha,1508209,Vigia,15,Pará,5,17,723,2460,43
352900520000018,35290050010,Parque das Nações,3529005,Marília,35,São Paulo,13,19,3123,7995,92
330455705360059,33045570109,Parque União,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
410400605000065,41040060014,Terra Boa (Paiol de baixo),4104006,Campina Grande do Sul,41,Paraná,9,10,636,937,41
410690205090145,41069020398,Jacira - Nossa Senhora Aparecida - Beija-Flor,4106902,Curitiba,41,Paraná,166,254,636,937,41
310620060640181,31062000278,Antonio Ribeiro de Abreu,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
150442205000018,15044220004,Nova União,1504422,Marituba,15,Pará,48,130,723,2460,43
510340305420143,51034030012,Região do Dom Bosco,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
230440005150360,23044000135,Verdes Mares/Queremos Viver Melhor,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
330320310000029,33032030005,Mina,3303203,Nilópolis,33,Rio de Janeiro,4,9,1724,4895,53
314330205000865,31433020038,Doutor João Alves,3143302,Montes Claros,31,Minas Gerais,27,41,653,1691,59
330330205000007,33033020066,Morro da Ititioca,3303302,Niterói,33,Rio de Janeiro,83,209,1724,4895,53
330455705080138,33045571078,Vila Anchieta,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030843000839,35503082097,Chácara Bandeirante,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
260790125000051,26079010077,Compesa,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
293070905000311,29307090018,Quadra VII (Polivalente),2930709,Simões Filho,29,Bahia,12,18,572,2484,28
160030312000034,16003030101,Vale Verde,1600303,Macapá,16,Amapá,83,216,121,314,6
320332005000072,32033200004,Santa Rita,3203320,Marataízes,32,Espírito Santo,7,15,516,1194,49
354870805001067,35487080070,Vila São Pedro,3548708,São Bernardo do Campo,35,São Paulo,94,305,3123,7995,92
260790105000469,26079010008,Canal da Garapeira e Outros,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
291080005110180,29108000002,35 BI,2910800,Feira de Santana,29,Bahia,49,79,572,2484,28
330455705090561,33045570146,Vila Santo Amaro,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030843000381,35503081264,Jamil Sawaya I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030843000244,35503081817,Buraco do Sapo,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030846000381,35503081300,Jardim Lilia,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
316860605000066,31686060008,Minas Novas (Gangorrinha),3168606,Teófilo Otoni,31,Minas Gerais,9,13,653,1691,59
150140255000435,15014020010,Bacia do Tucunduba-Guamá,1501402,Belém,15,Pará,214,1156,723,2460,43
150140275000185,15014020006,Área das Malvinas,1501402,Belém,15,Pará,214,1156,723,2460,43
221100105080067,22110010206,Vila Risoleta Neves,2211001,Teresina,22,Piauí,170,369,173,372,3
330455705310225,33045570988,Gaspar de Lemos,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
351350405000124,35135040022,Água Fria,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
330455705130204,33045570105,Indiana,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
261160605200711,26116060826,Estr. Macacos - R. Amadeu C. Ferreira,2611606,Recife,26,Pernambuco,295,779,849,2381,33
510340305400061,51034030009,Região do  Parque das Águas Nascentes,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
150080005000379,15008000057,Xapuri,1500800,Ananindeua,15,Pará,124,448,723,2460,43
313130710000053,31313070018,Nova Esperança,3131307,Ipatinga,31,Minas Gerais,19,52,653,1691,59
261160605190442,26116060778,Alto do Céu II,2611606,Recife,26,Pernambuco,295,779,849,2381,33
211120110000543,21112010049,Parque Araçagi,2111201,São José de Ribamar,21,Maranhão,30,164,198,872,14
320530905080095,32053090018,Jesus de Nazareth,3205309,Vitória,32,Espírito Santo,43,135,516,1194,49
260290205000132,26029020002,São Francisco,2602902,Cabo de Santo Agostinho,26,Pernambuco,59,212,849,2381,33
240810205080159,24081020001,Passo da Pátria,2408102,Natal,24,Rio Grande do Norte,73,218,101,259,5
292740805180383,29274080220,Loteamento Jardim Santo Inácio,2927408,Salvador,29,Bahia,262,1822,572,2484,28
330455705210754,33045570014,Rio das Pedras,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
292740805090361,29274080378,Alto de São João,2927408,Salvador,29,Bahia,262,1822,572,2484,28
320520015070010,32052000024,Ilha da Conceição,3205200,Vila Velha,32,Espírito Santo,61,188,516,1194,49
130260305140372,13026030037,Loteamento João Paulo,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
150140275000342,15014020171,Vila da Barca I,1501402,Belém,15,Pará,214,1156,723,2460,43
261160605230740,26116060736,Alto da Jaqueira,2611606,Recife,26,Pernambuco,295,779,849,2381,33
330455705110026,33045570028,Morro do Cantagalo,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
130260305120609,13026030025,Nossa Senhora de Fátima,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
355030834000338,35503080012,Heliópolis,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261110105080200,26111010008,Vila da Paz,2611101,Petrolina,26,Pernambuco,13,21,849,2381,33
310620005630522,31062000176,Alto Vera Cruz,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
320120920000015,32012090039,Itaóca,3201209,Cachoeiro de Itapemirim,32,Espírito Santo,38,71,516,1194,49
355030847000121,35503080798,São José Operário,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030823000415,35503080376,Jardim Iporanga / Esmeralda,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030843000527,35503082036,Chácara Santa Maria,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030881000399,35503080828,Jardim Felicidade / Jova Rura,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
320320505000088,32032050008,Interlagos B,3203205,Linhares,32,Espírito Santo,17,26,516,1194,49
261160605230705,26116060709,Paz e Amor - Beco Michelon,2611606,Recife,26,Pernambuco,295,779,849,2381,33
355030842000451,35503081216,Parque Parada de Taipas / Sítio Pedro Velho,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
432160005000080,43216000001,Parque dos Presidentes,4321600,Tramandaí,43,Rio Grande do Sul,4,10,481,901,53
354850005000612,35485000004,Caneleira III / Bela Vista,3548500,Santos,35,São Paulo,46,111,3123,7995,92
230440005140339,23044000047,Comunidade Goiabeiras,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
260790110000259,26079010153,Ur-6,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
260005405000049,26000540004,Vila Frei Damião III,2600054,Abreu e Lima,26,Pernambuco,14,28,849,2381,33
130260305080285,13026030311,Redenção B,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
261160605210537,26116060670,Campo do Banco,2611606,Recife,26,Pernambuco,295,779,849,2381,33
230765005000291,23076500004,Alto Alegre,2307650,Maracanaú,23,Ceará,16,23,702,1697,30
410420405000142,41042040049,Jardim Melyane,4104204,Campo Largo,41,Paraná,26,29,636,937,41
352250505000366,35225050016,Jardim Cruzeiro / Alabama,3522505,Itapevi,35,São Paulo,20,28,3123,7995,92
355070405000084,35507040039,Itatinga,3550704,São Sebastião,35,São Paulo,23,50,3123,7995,92
260680420000013,26068040019,Nova Cruz I,2606804,Igarassu,26,Pernambuco,25,43,849,2381,33
290570120000095,29057010009,Areal/Antares,2905701,Camaçari,29,Bahia,47,110,572,2484,28
211130005001963,21113000106,Vila 07 de Setembro,2111300,São Luís,21,Maranhão,100,548,198,872,14
292740805260359,29274080301,Valéria,2927408,Salvador,29,Bahia,262,1822,572,2484,28
310620005620120,31062000166,Nossa Senhora de Fátima,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
351870105000499,35187010039,Santa Cruz dos Navegantes,3518701,Guarujá,35,São Paulo,55,201,3123,7995,92
350950205002626,35095020174,Jardim Paranapanema I,3509502,Campinas,35,São Paulo,118,302,3123,7995,92
350635905000076,35063590006,Jardim Ana Paula,3506359,Bertioga,35,São Paulo,24,42,3123,7995,92
351880005000566,35188000084,Jardim Palmira,3518800,Guarulhos,35,São Paulo,170,403,3123,7995,92
160030305000368,16003030011,Ressaca Pacoval,1600303,Macapá,16,Amapá,83,216,121,314,6
330390605000059,33039060038,Morro do Alemão,3303906,Petrópolis,33,Rio de Janeiro,42,91,1724,4895,53
410690205090190,41069020444,Resistência,4106902,Curitiba,41,Paraná,166,254,636,937,41
355030817000321,35503081014,Mandiocal III do Parque Regina,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150080005000773,15008000114,Malvinas II,1500800,Ananindeua,15,Pará,124,448,723,2460,43
312770105000545,31277010012,Jardim Vera Cruz,3127701,Governador Valadares,31,Minas Gerais,10,34,653,1691,59
330455705220550,33045571126,Sem Terra,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
291480205000404,29148020048,Zizo,2914802,Itabuna,29,Bahia,34,50,572,2484,28
291360605000107,29136060005,Rua da Palha,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
355030813000313,35503080284,Três Fronteiras,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261070705000550,26107070038,Madalena,2610707,Paulista,26,Pernambuco,41,128,849,2381,33
355030884000114,35503080607,Jardim Jaragua,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261160605190427,26116060454,Alto do Maracanã,2611606,Recife,26,Pernambuco,295,779,849,2381,33
130260305090276,13026030291,São Francisco,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
330330205001213,33033020035,Morro do Cantagalo,3303302,Niterói,33,Rio de Janeiro,83,209,1724,4895,53
260790105000421,26079010047,Vila Palmares,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
330455705270259,33045570642,Parque da Esperança (RA - Anchieta),3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
261370105000204,26137010009,Penedo,2613701,São Lourenço da Mata,26,Pernambuco,9,19,849,2381,33
410690205030054,41069020297,Vila Cajuru,4106902,Curitiba,41,Paraná,166,254,636,937,41
351300905000827,35130090020,Panorama,3513009,Cotia,35,São Paulo,19,32,3123,7995,92
330455705250313,33045570198,Vila Joaniza,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030833000212,35503081832,Chácara São Fidelis / Tomé,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030846000625,35503080747,Jardim Ibirapuera,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
230970605000005,23097060007,Faixa não edificante do DER,2309706,Pacatuba,23,Ceará,5,6,702,1697,30
291360605000378,29136060003,Teotônio Vilela,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
351350405000264,35135040012,Vila Esperança,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
292740805210265,29274080375,São Domingos,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030813000242,35503080307,Condessa Amália Matarazzo,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030887000162,35503080338,Vila Jacuí AB,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
351630905000197,35163090030,Viela Seis,3516309,Francisco Morato,35,São Paulo,36,67,3123,7995,92
150080005000456,15008000060,Parque Icuí II,1500800,Ananindeua,15,Pará,124,448,723,2460,43
230440005240024,23044000598,Parque Nazaré,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
292740805220582,29274080293,Pernambués,2927408,Salvador,29,Bahia,262,1822,572,2484,28
130260305080205,13026030191,Igarapé da Paz,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
150140245000230,15014020045,João Engelhard - Pratinha,1501402,Belém,15,Pará,214,1156,723,2460,43
292740805180365,29274080267,Jocelia II,2927408,Salvador,29,Bahia,262,1822,572,2484,28
150760705000031,15076070013,Vila Isabel,1507607,São Miguel do Guamá,15,Pará,11,14,723,2460,43
221100105070233,22110010024,Bandeirante,2211001,Teresina,22,Piauí,170,369,173,372,3
430920905000287,43092090018,Tom Jobim,4309209,Gravataí,43,Rio Grande do Sul,8,20,481,901,53
330250205000189,33025020030,Estrada Adam Blummer,3302502,Magé,33,Rio de Janeiro,25,52,1724,4895,53
354870805000962,35487080001,DER-I,3548708,São Bernardo do Campo,35,São Paulo,94,305,3123,7995,92
410940105000255,41094010012,Invasão Paz e Bem,4109401,Guarapuava,41,Paraná,7,10,636,937,41
330455705291364,33045570244,Canal das Tachas,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
292740805180082,29274080261,Pau da Lima,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030843000301,35503080474,Jardim São Manoel,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
292740805210170,29274080373,Liberdade,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030822000454,35503081399,Jardim Maria Luiza,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030823000173,35503080479,Nicarágua,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150140275000193,15014020098,Santos Dumont,1501402,Belém,15,Pará,214,1156,723,2460,43
355030803000218,35503082204,Sítio Formiga,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261160605210331,26116060671,Rosa Selvagem,2611606,Recife,26,Pernambuco,295,779,849,2381,33
330455705240256,33045570187,Três Pontes,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
350950205000649,35095020043,Jardim São José,3509502,Campinas,35,São Paulo,118,302,3123,7995,92
430470505000117,43047050004,Cuiabá,4304705,Carazinho,43,Rio Grande do Sul,5,7,481,901,53
250180705000094,25018070029,Coréia,2501807,Bayeux,25,Paraíba,23,38,282,572,12
211130005001746,21113000018,Vila Embratel,2111300,São Luís,21,Maranhão,100,548,198,872,14
261370105000011,26137010009,Penedo,2613701,São Lourenço da Mata,26,Pernambuco,9,19,849,2381,33
150140265000104,15014020151,Maracajá,1501402,Belém,15,Pará,214,1156,723,2460,43
510340310420057,51034030007,Região do Praeirinho,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
355030822000174,35503081330,Canto da Noite / Mar Desconhecido,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150140255000421,15014020011,Montese - Tucunduba I,1501402,Belém,15,Pará,214,1156,723,2460,43
351880005001906,35188000110,Jardim Diogo,3518800,Guarulhos,35,São Paulo,170,403,3123,7995,92
355030868000625,35503080012,Heliópolis,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330455705220276,33045570249,Vila Progresso,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
260760405000075,26076040006,Alto do Sossego,2607604,Ilha de Itamaracá,26,Pernambuco,10,20,849,2381,33
354870805000183,35487080025,Jardim Nossa Senhora de Fátima,3548708,São Bernardo do Campo,35,São Paulo,94,305,3123,7995,92
355030830000944,35503080209,Avenida Belmira Marin,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150150110000071,15015010031,Comunidade Vitória,1501501,Benevides,15,Pará,27,59,723,2460,43
330170210000358,33017020077,Rua do Quintal,3301702,Duque de Caxias,33,Rio de Janeiro,55,153,1724,4895,53
330455705210510,33045570528,Santa Maria,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
354780905001893,35478090053,Quilombo II,3547809,Santo André,35,São Paulo,76,210,3123,7995,92
211130005001791,21113000091,Vila 25 de Maio,2111300,São Luís,21,Maranhão,100,548,198,872,14
150080005000608,15008000127,Conjunto Guajará II,1500800,Ananindeua,15,Pará,124,448,723,2460,43
330455705250066,33045570114,Parque Proletário dos Bancários,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330240305050179,33024030001,Ilha Malvinas,3302403,Macaé,33,Rio de Janeiro,26,117,1724,4895,53
530010805370168,53001080089,26 de Setembro,5300108,Brasília,53,Distrito Federal,62,349,62,349,1
330330205001297,33033020007,Morro do Preventório,3303302,Niterói,33,Rio de Janeiro,83,209,1724,4895,53
355030884000289,35503080855,Conjunto Habitacional Guaianases C,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
291080005060221,29108000057,Loteamento Campelo/Parque Zé Matim,2910800,Feira de Santana,29,Bahia,49,79,572,2484,28
355250210000173,35525020024,Jardim Gardênia Azul,3552502,Suzano,35,São Paulo,21,57,3123,7995,92
317120405000333,31712040002,Nova Pampulha,3171204,Vespasiano,31,Minas Gerais,8,46,653,1691,59
210530205000460,21053020005,Vila Lamarc,2105302,Imperatriz,21,Maranhão,7,24,198,872,14
291480205000253,29148020040,São Pedro,2914802,Itabuna,29,Bahia,34,50,572,2484,28
130260305130021,13026030067,Comunidade São Pedro,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
355030833000316,35503082063,Rua Morro do Frade,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
431560205380003,43156020002,Mangueira,4315602,Rio Grande,43,Rio Grande do Sul,6,11,481,901,53
431405005000113,43140500004,Ocupação DAER na Avenida Taquara,4314050,Parobé,43,Rio Grande do Sul,5,6,481,901,53
150345705000072,15034570001,Vila Nova,1503457,Ipixuna do Pará,15,Pará,1,3,723,2460,43
292740805190044,29274080381,Baixinha,2927408,Salvador,29,Bahia,262,1822,572,2484,28
311860110060035,31186010045,Vila Bandeirantes,3118601,Contagem,31,Minas Gerais,49,102,653,1691,59
130260305080050,13026030303,Alvorada I B,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
150680705000554,15068070037,Ocupação Mararu I,1506807,Santarém,15,Pará,39,122,723,2460,43
330455705250269,33045570198,Vila Joaniza,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
320150605000127,32015060025,Vila Lenira A,3201506,Colatina,32,Espírito Santo,27,65,516,1194,49
130260305130026,13026030089,Comunidade Campos Sales,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
355030830000840,35503082025,Rua Guarani,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
160080805000011,16008080005,Mina,1600808,Vitória do Jari,16,Amapá,5,11,121,314,6
150140267000040,15014020063,Água Boa,1501402,Belém,15,Pará,214,1156,723,2460,43
230440005220255,23044000877,Ipaumirim B,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
320240505000293,32024050021,Perocão,3202405,Guarapari,32,Espírito Santo,23,51,516,1194,49
355030811000538,35503080981,Elísio Teixeira Leite,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
260960005000457,26096000070,Ilha Manchete - Vila Manchete,2609600,Olinda,26,Pernambuco,66,218,849,2381,33
150140245000063,15014020095,Águas Lindas,1501402,Belém,15,Pará,214,1156,723,2460,43
330455705150024,33045570240,Vila Turismo,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
230370910000021,23037090036,Catuana,2303709,Caucaia,23,Ceará,52,105,702,1697,30
292740805220546,29274080009,Novos Alagados,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030847000181,35503080949,Pedra Branca,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
410830405000403,41083040031,Vila Independente,4108304,Foz do Iguaçu,41,Paraná,33,57,636,937,41
210945205000060,21094520008,Alto do Farol,2109452,Raposa,21,Maranhão,12,21,198,872,14
355030830000223,35503081341,Parque Planalto II,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330240305010084,33024030005,Nova Holanda ou Ilha da Fumaça,3302403,Macaé,33,Rio de Janeiro,26,117,1724,4895,53
355030811000527,35503080347,Araripira,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
